UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PR (1),PR (1) CANDIDATE,PR (1) CANDIDATE SEX,PR (1) CANDIDATE AGE,PR (1) VOTE,PR (1) CANDIDATE LOST DEPOSIT ,PR (2),PR (2) CANDIDATE,PR (2) CANDIDATE SEX,PR (2) CANDIDATE AGE,PR (2) VOTE,PR (2) CANDIDATE LOST DEPOSIT ,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.165_N.56,JOHOR,P.165,TANJONG PIAI,N.56,KUKUP,BN - UMNO,,19389,6946,87.04,16877,33,426,16418,UMNO,SUHAIMI BIN SALLEH,MALE,45,11682,,,,,,,,PAS,HJ. GHAZALEY BIN AYIUB,MALE,46,4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.167_N.01,SABAH,P.167,KUDAT,N.01,BANGGI,BN - UMNO,,9861,3239,73.59,7257,0,256,7001,UMNO,ABD MIJUL BIN UNAINI,MALE,53,4293,,PKR,DATU ABDUL RAZAK BIN DATU ABDUL SALAM,MALE,,1054,,,,,,,,SAPP,JAE-LY BIN MEDONG,MALE,,536,LOST DEPOSIT,STAR,DATU MOHD ARIFIN BIN DATU ABDUL SALAM,MALE,,476,LOST DEPOSIT,,,,,,,INDEPENDENT - HOUSE,MURSALIM BIN TANJUL,MALE,,642,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.167_N.02,SABAH,P.167,KUDAT,N.02,TANJONG KAPOR,BN - LDP,,22476,1985,77.42,17402,38,398,16966,LDP,TEO CHEE KANG,MALE,,8890,,PKR,CHIN CHUNG KUI @ WILLIAM CHIN,MALE,,6905,,,,,,,,SAPP,TSEN HENG CHONG @ PETER TSEN,MALE,,500,LOST DEPOSIT,STAR,HENDIRI @ HENDRY BIN MINAR,MALE,,273,LOST DEPOSIT,BERSAMA,ZAINAL BIN HJ. NASIRUDDIN,MALE,,363,LOST DEPOSIT,INDEPENDENT - AEROPLANE,ALEX WONG,MALE,,35,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.167_N.03,SABAH,P.167,KUDAT,N.03,PITAS,BN - UMNO,,14912,3823,78.88,11762,17,354,11391,UMNO,DATUK BOLKIAH BIN HJ ISMAIL,MALE,48,6934,,,,,,,,PAS,DAUSIEH BINTI QUECK @ PARAMAN,FEMALE,,976,LOST DEPOSIT,SAPP,JOHNES @ ONIS BIN PIUT,MALE,,232,LOST DEPOSIT,STAR,MAKLIN BIN MASIAU,MALE,,3111,,KITA,AWANG LATIP BIN ABDUL SALAM,MALE,,138,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.168_N.04,SABAH,P.168,KOTA MARUDU,N.04,MATUNGGONG,PR - PKR,,19977,320,79.63,15908,7,370,15531,PBS,SARAPIN BIN MAGANA,MALE,,6627,,PKR,JELANI BIN HAMDAN,MALE,,6947,,,,,,,,SAPP,RICHARD BIN JIUN,MALE,,367,LOST DEPOSIT,STAR,MARUNSAI BIN DAWAI,MALE,,1536,LOST DEPOSIT,,,,,,,INDEPENDENT - TREE,JOLIUS BIN MAJAWAI,MALE,,54,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.168_N.05,SABAH,P.168,KOTA MARUDU,N.05,TANDEK,BN - PBS,,22220,5275,77.48,17217,47,599,16571,PBS,ANITA BARANTING,FEMALE,,9399,,PKR,ANTHONY MANDIAU,MALE,,4124,,,,,,,,SAPP,HENRY YAPOLAI,MALE,,380,LOST DEPOSIT,STAR,JEBON JANAUN,MALE,,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.169_N.06,SABAH,P.169,KOTA BELUD,N.06,TEMPASUK,BN - UMNO,,16866,5210,84.32,14222,29,325,13868,UMNO,DATUK MUSBAH JAMLI,MALE,,8495,,,,,,,,PAS,HJ. AG. LAIMAN BIN HJ. IKIN,MALE,,3285,,SAPP,ABDUL MALIK BIN MOHED,MALE,,319,LOST DEPOSIT,STAR,SUWAH BIN BULEH @ BULLEH,MALE,,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.169_N.07,SABAH,P.169,KOTA BELUD,N.07,KADAMAIAN,PR - PKR,,15903,889,85.80,13645,55,301,13289,PBS,HERBERT TIMBON LAGADAN,MALE,,4988,,PKR,UKOH @ JEREMMY BIN MALAJAD @ MALAZAD,MALE,,5877,,,,,,,,SAPP,PETER MARAJIN,MALE,,547,LOST DEPOSIT,STAR,RUBBIN BIN GURIBAH,MALE,,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.169_N.08,SABAH,P.169,KOTA BELUD,N.08,USUKAN,BN - UMNO,,18698,6812,83.62,15635,32,372,15231,UMNO,SALLEH SAID KERUAK,MALE,56,10879,,PKR,HAJI MUSTAPHA BIN HAJI SAKMUD,MALE,,4067,,,,,,,,,,,,,,STAR,BAKHRUDDIN BIN ISMAIL,MALE,,285,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.170_N.09,SABAH,P.170,TUARAN,N.09,TAMPARULI,PR - PKR,,17265,383,83.81,14469,41,187,14241,PBS,JAHID JAHIM,MALE,54,6479,,PKR,DATUK SERI PANGLIMA WILFRED M. BUMBURING,MALE,62,6862,,,,,,,,SAPP,STEPHAN BIN GAIMIN,MALE,,185,LOST DEPOSIT,STAR,LINGGU @ EDWARD BIN BUKUT,MALE,,589,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,DR. JAMES ONGKILI JR.,MALE,,126,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.170_N.10,SABAH,P.170,TUARAN,N.10,SULAMAN,BN - UMNO,,19587,10441,87.13,17066,22,449,16595,UMNO,HAJIJI BIN HAJI NOOR,MALE,58,13065,,PKR,GULABDIN @ GHULABDIN BIN ENJIH,MALE,,2624,,,,,,,,,,,,,,STAR,DAVID BIN OROK,MALE,,225,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,ALI AKBAR KAWI,MALE,,615,LOST DEPOSIT,INDEPENDENT - BOOK,ARIFIN BIN HARITH,MALE,,66,LOST DEPOSIT,,,,,,,,,,,,
P.170_N.11,SABAH,P.170,TUARAN,N.11,KIULU,BN - PBS,,11424,44,81.53,9314,26,171,9117,PBS,JONISTON BIN LUMAI @ BANGKUAI,MALE,52,3745,,PKR,RHODES BIN PANILAU,MALE,,3701,,,,,,,,SAPP,TINDIL BIN GONSOBIL @ SINDIN,MALE,,129,LOST DEPOSIT,STAR,TERENCE SINTI,MALE,,1025,LOST DEPOSIT,,,,,,,INDEPENDENT - FISH,JOHN BIN HUSSEIN,MALE,,517,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.171_N.12,SABAH,P.171,SEPANGGAR,N.12,KARAMBUNAI,BN - UMNO,,28971,9276,80.75,23394,53,661,22680,UMNO,JAINAB BINTI AHMAD,FEMALE,60,14818,,PKR,MUALI BIN ACHING,MALE,,5542,,,,,,,,SAPP,AZIZ BIN IBRAHIM,MALE,,1977,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - CANOE,RANO BIN SUSULAN,MALE,,172,LOST DEPOSIT,INDEPENDENT - HIBISCUS,AG. MAIDIN BIN AG. APONG,MALE,,171,LOST DEPOSIT,,,,,,,,,,,,
P.171_N.13,SABAH,P.171,SEPANGGAR,N.13,INANAM,PR - PKR,,24403,3202,82.39,20106,32,421,19653,PBS,JOSEPH P. LANTIP,MALE,,5724,,PKR,DR. ROLAND CHIA MING SHEN,MALE,43,8926,,,,,,,,SAPP,ERIC E. MAJIMBUN,MALE,63,5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.172_N.14,SABAH,P.172,KOTA KINABALU,N.14,LIKAS,PR - DAP,,15294,5652,75.82,11596,15,99,11482,LDP,CHIN SHU YING,MALE,,2094,,DAP,WONG HONG JUN,MALE,,7746,,,,,,,,SAPP,YONG TECK LEE,MALE,58,1487,,STAR,PROF DR MARTIN HO,MALE,,155,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.172_N.15,SABAH,P.172,KOTA KINABALU,N.15,API-API,PR - PKR,,15103,795,80.19,12111,12,309,11790,PBS,DR YEE MOH CHAI,MALE,58,5058,,PKR,CHRISTINA LIEW,FEMALE,61,5853,,,,,,,,SAPP,WONG YIT MING,MALE,,713,LOST DEPOSIT,STAR,FELIX CHONG KAT FAH,MALE,,152,LOST DEPOSIT,,,,,,,INDEPENDENT - TV,MARCEL JUDE A/L MS JOSEPH,MALE,,14,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.172_N.16,SABAH,P.172,KOTA KINABALU,N.16,LUYANG,PR - DAP,,20119,8676,78.74,15841,28,110,15703,MCA,AGNES SHIM TSHIN NYUK,FEMALE,59,2537,,DAP,HIEW KING CHEU,MALE,61,11213,,,,,,,,SAPP,MELANIE CHIA CHUI KET,FEMALE,,1694,LOST DEPOSIT,STAR,JAFERY J. @ JET FEI LEE,MALE,,259,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173_N.17,SABAH,P.173,PUTATAN,N.17,TANJONG ARU,BN - PBS,,21973,3690,77.60,17052,13,448,16591,PBS,IR. EDWARD YONG OUI FAH,MALE,,9099,,,,,,,,PAS,HAMID BIN ISMAIL,MALE,37,5409,,SAPP,RICHARD YONG WE KONG,MALE,,1333,LOST DEPOSIT,STAR,SALLEH BIN TIASI @ TIASEH,MALE,,750,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.173_N.18,SABAH,P.173,PUTATAN,N.18,PETAGAS,BN - UMNO,,15517,5653,83.03,12884,151,267,12466,UMNO,YAHYAH @ YAHYA BIN HUSSIN @ AG HUSIN,MALE,63,8504,,PKR,MAT YUNIN @ MOHD YUNIN BIN ATIN,MALE,,2851,,,,,,,,,,,,,,STAR,AWANG AHMAD SAH,MALE,,1111,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.174_N.19,SABAH,P.174,PENAMPANG,N.19,KAPAYAN,PR - DAP,,26767,7287,82.31,22032,47,482,21503,MCA,EDWARD KHOO KEOK HAI,MALE,61,5733,,DAP,DR EDWIN @ JACK BOSI,MALE,,13020,,,,,,,,SAPP,CHONG PIT FAH,MALE,,2030,LOST DEPOSIT,STAR,PHILLIP AMONG @ DANIEL DELL FIDELIS,MALE,,720,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.174_N.20,SABAH,P.174,PENAMPANG,N.20,MOYOG,PR - PKR,,17556,1682,84.59,14850,22,204,14624,UPKO,DATUK PHILIP BENEDICT LASIMBANG,MALE,,5780,,PKR,TERRENCE ALON SIAMBUN,MALE,,7462,,,,,,,,SAPP,DANIM @ ALOYSIUS BIN SIAP,MALE,,779,LOST DEPOSIT,STAR,BERNARD LAWRENCE SOLIBUN,MALE,,603,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.175_N.21,SABAH,P.175,PAPAR,N.21,KAWANG,BN - UMNO,,19901,8900,86.07,17128,35,237,16856,UMNO,DATUK GULAMHAIDAR @ YUSOF BIN KHAN BAHADAR,MALE,58,12301,,PKR,DZULKEFLI SAFAR,MALE,,3401,,,,,,,,SAPP,EDWARD DAGUL,MALE,,906,LOST DEPOSIT,STAR,AKOP BIN DAMSAH @ YAKUP BIN DAMSAH,MALE,,248,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.175_N.22,SABAH,P.175,PAPAR,N.22,PANTAI MANIS,BN - UMNO,,18870,4409,85.50,16134,20,239,15875,UMNO,ABDUL RAHIM BIN ISMAIL,MALE,64,9639,,PKR,FRED BIN GABRIEL,MALE,,5230,,,,,,,,SAPP,NORAIZAL BIN MOHD NOOR,MALE,,403,LOST DEPOSIT,STAR,BAHARUDIN @ BAHARUDDIN BIN NAYAN,MALE,,603,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.176_N.23,SABAH,P.176,KIMANIS,N.23,BONGAWAN,BN - UMNO,,14851,3392,86.80,12891,25,261,12605,UMNO,MOHAMAD BIN HAJI ALAMIN,MALE,41,7443,,PKR,TAN SRI IBRAHIM BIN MENUDIN,MALE,,4051,,,,,,,,SAPP,AWANG TALIP BIN AWANG BAGUL,MALE,,335,LOST DEPOSIT,STAR,ASSIM @ HASSIM BIN MATALI,MALE,,321,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,AK ALIUDDIN,MALE,,455,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.176_N.24,SABAH,P.176,KIMANIS,N.24,MEMBAKUT,BN - UMNO,,11777,3510,87.28,10279,19,237,10023,UMNO,MOHD ARIFIN BIN MOHD ARIF,MALE,50,6547,,PKR,NARAWI @ SINAR BIN AHMAD,MALE,,3037,,,,,,,,SAPP,BANJIMIN ONDOI,MALE,,300,LOST DEPOSIT,STAR,JAAPAR BIN AG GADOR,MALE,,139,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.177_N.25,SABAH,P.177,BEAUFORT,N.25,KLIAS,PR - PKR,,15338,179,85.31,13085,21,342,12722,UMNO,ISNIN BIN HJ. ALIASNIH,MALE,48,6145,,PKR,LAJIM BIN UKIN,MALE,58,6324,,,,,,,,SAPP,MOHD. SANUSI BIN TARIPIN,MALE,,182,LOST DEPOSIT,STAR,ALIAPA BIN OSMAN,MALE,,71,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.177_N.26,SABAH,P.177,BEAUFORT,N.26,KUALA PENYU,BN - UPKO,,14759,2273,87.51,12915,26,250,12639,UPKO,LIMUS BIN JURY,MALE,52,7311,,PKR,JOHN GHANI,MALE,,5038,,,,,,,,,,,,,,STAR,INING BIN SINTEN @ ALEXANDER SINTIN,MALE,,154,LOST DEPOSIT,,,,,,,INDEPENDENT - ALARM CLOCK,HAJI MD. TAJUDDIN BIN HJ. MD. WALLI,MALE,,92,LOST DEPOSIT,INDEPENDENT - KEY,JUSBIAN BIN KENNETH,MALE,,44,LOST DEPOSIT,,,,,,,,,,,,
P.178_N.27,SABAH,P.178,SIPITANG,N.27,LUMADAN,BN - UMNO,,13777,3862,85.50,11780,58,246,11476,UMNO,KAMARLIN BIN OMBI,MALE,54,6338,,PKR,ABDUL RAHMAN BIN MD YAKUB,MALE,51,2303,,,,,,,,SAPP,JAMAIN BIN SARUDIN,MALE,,143,LOST DEPOSIT,STAR,MOHD JAAFAR BIN IBRAHIM,MALE,,147,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,RAPAHI BIN EDRIS,MALE,,2476,,INDEPENDENT - SPECTACLES,HJ SAUDI BIN SUHAILI,MALE,,69,LOST DEPOSIT,,,,,,,,,,,,
P.178_N.28,SABAH,P.178,SIPITANG,N.28,SINDUMIN,BN - UMNO,,15400,4323,81.86,12607,20,340,12247,UMNO,HJ AHMAD HJ BUJANG,MALE,61,8024,,PKR,HARUNSAH BIN IBRAHIM,MALE,,3701,,,,,,,,SAPP,AMDE @ HAMDI BIN SIDIK,MALE,,357,LOST DEPOSIT,STAR,SEMION @ FRED SEMION BIN SAKAI,MALE,,165,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.179_N.29,SABAH,P.179,RANAU,N.29,KUNDASANG,BN - PBS,,13322,1975,77.37,10307,12,264,10031,PBS,JOACHIM GUNSALAM,MALE,55,4206,,PKR,SATIOL BIN INDONG,MALE,,2231,,,,,,,,SAPP,JAPIRIL BIN SUHAIMIN,MALE,,2102,,STAR,JAIN SAUTING,MALE,,1117,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,SAM HONDOU,MALE,,288,LOST DEPOSIT,INDEPENDENT - ELEPHANT,CLEFTUS STEPHEN SPINE,MALE,,87,LOST DEPOSIT,,,,,,,,,,,,
P.179_N.30,SABAH,P.179,RANAU,N.30,KARANAAN,BN - UMNO,,12456,3500,83.12,10353,22,149,10182,UMNO,DATUK MASIDI MANJUN,MALE,62,6292,,PKR,MUHIDDIN YUSIN,MALE,59,2792,,,,,,,,,,,,,,STAR,JALIBIN BIN PAIDI,MALE,,1067,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,MAT JAILI SAMAT,MALE,,31,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.179_N.31,SABAH,P.179,RANAU,N.31,PAGINATAN,BN - UPKO,,13275,979,81.34,10798,26,174,10598,UPKO,DATUK SIRINGAN GUBAT,MALE,63,5142,,PKR,AMRU BIN ABD KADIR,MALE,,4163,,,,,,,,,,,,,,STAR,PEDDERIN @ FEDDRIN BIN TULIANG @ TULING,MALE,,1139,LOST DEPOSIT,,,,,,,INDEPENDENT - KEY,YAZID BIN SAHJINAN,MALE,,154,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.180_N.32,SABAH,P.180,KENINGAU,N.32,TAMBUNAN,BN - PBS,,13757,2079,85.07,11703,20,192,11491,PBS,JOSEPH PAIRIN KITINGAN,MALE,73,5586,,PKR,WILFRED WIN BIN PONIL,MALE,,1744,,,,,,,,,,,,,,STAR,NESTOR BIN JOANNES,MALE,,3507,,,,,,,,INDEPENDENT - SPECTACLES,JUSTIN BIN YONSODING,MALE,,591,LOST DEPOSIT,INDEPENDENT - BOOK,FRANCIS KOH,MALE,,63,LOST DEPOSIT,,,,,,,,,,,,
P.180_N.33,SABAH,P.180,KENINGAU,N.33,BINGKOR,STAR,,15878,456,81.39,12923,15,185,12723,UPKO,KENNEDY JOHN ANGIAN,MALE,38,4894,,PKR,AHMAD SHAH TAMBAKAU,MALE,,2368,,,,,,,,,,,,,,STAR,DATUK DR. JEFFREY KITINGAN,MALE,,5350,,,,,,,,INDEPENDENT - HORSE,RICKY @ ROLAND SEDOMON,MALE,,111,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.180_N.34,SABAH,P.180,KENINGAU,N.34,LIAWAN,BN - UMNO,,14056,1752,81.94,11518,11,172,11335,UMNO,SAIRIN BIN KARNO,MALE,59,5383,,PKR,PAUL BUNSU BIN GITANG @ PAUL GITANG,MALE,,3631,,,,,,,,SAPP,JOHARI TAHIR,MALE,,236,LOST DEPOSIT,STAR,NICHOLAS JAMES GUNTOBON,MALE,,2067,,,,,,,,INDEPENDENT - TREE,NUSLEH BIN MADARAK,MALE,,18,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.181_N.35,SABAH,P.181,TENOM,N.35,MELALAP,BN - PBS,,12074,2599,81.43,9832,7,222,9603,PBS,DATUK RADIN MALLEH,MALE,63,4643,,DAP,NOORITA BINTI SUAL,FEMALE,33,1992,,,,,,,,SAPP,ROGER BIN STIMIN,MALE,,2044,,STAR,KONG FUI SENG,MALE,,924,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.181_N.36,SABAH,P.181,TENOM,N.36,KEMABONG,BN - UMNO,,13230,3032,83.99,11112,8,404,10700,UMNO,RUBIN BIN BALANG,MALE,50,5765,,PKR,BIOU BIN SUYAN,MALE,,2733,,,,,,,,SAPP,WILLIAM ENSOR BIN TINGKALOR,MALE,,1047,LOST DEPOSIT,STAR,TAY JIN KIONG @ ALFRED,MALE,,1155,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.182_N.37,SABAH,P.182,PENSIANGAN,N.37,SOOK,BN - PBRS,,16354,4395,82.83,13546,11,301,13234,PBRS,ELLRON BIN ANGIN,MALE,55,7223,,PKR,LIBERTY @ ALIBI BIN LOPOG,MALE,,1911,,,,,,,,SAPP,CHONG YU CHEE @ FRANKI,MALE,,1226,LOST DEPOSIT,STAR,KUSTIN BIN LADI,MALE,,2828,,,,,,,,INDEPENDENT - HIBISCUS,RUSAYIDI BIN ABDULLAH,MALE,,46,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.182_N.38,SABAH,P.182,PENSIANGAN,N.38,NABAWAN,BN - UPKO,,9840,342,79.73,7845,1,185,7659,UPKO,DATUK BOBBEY SUAN,MALE,59,3816,,PKR,RAYMOND BIN AHUAR,MALE,,3474,,,,,,,,,,,,,,STAR,GEORGE ERAM @ GEORGE IRAM,MALE,,310,LOST DEPOSIT,BERSAMA,SIDUM BIN MANJIN,MALE,,41,LOST DEPOSIT,INDEPENDENT - HIBISCUS,FATIMAH BINTI AGITOR @ MOHD DAUD,FEMALE,,18,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.183_N.39,SABAH,P.183,BELURAN,N.39,SUGUT,BN - UMNO,,9675,2820,74.19,7178,3,326,6849,UMNO,DATUK JAMES BIN RATIB,MALE,46,4285,,PKR,PAGRIOS @ PETRUS BIN ZABANG,MALE,,647,LOST DEPOSIT,,,,,,,,,,,,,STAR,MASIAWAN KUNCHING,MALE,,341,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,ABDUL RAHMAN BIN ATANG,MALE,,1465,,INDEPENDENT - ELEPHANT,DATU KAMARUDDIN BIN DATU MUSTAPHA,MALE,,111,LOST DEPOSIT,,,,,,,,,,,,
P.183_N.40,SABAH,P.183,BELURAN,N.40,LABUK,BN - PBS,,15013,4526,78.18,11737,0,209,11528,PBS,METAH @ MICHEAL BIN ASANG,MALE,,7408,,PKR,DATUK TAN YONG GEE,MALE,,2882,,,,,,,,,,,,,,STAR,PINUS BIN GONDILI,MALE,,1238,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.184_N.41,SABAH,P.184,LIBARAN,N.41,GUM-GUM,BN - UMNO,,11734,2357,78.81,9248,28,180,9040,UMNO,ZAKARIA BIN MOHD. EDRIS,MALE,63,5548,,PKR,AHMAD THAMRIN,MALE,,3191,,,,,,,,,,,,,,STAR,HASSAN BIN HAMI @ HAMID,MALE,,301,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.184_N.42,SABAH,P.184,LIBARAN,N.42,SUNGAI SIBUGA,BN - UMNO,,28038,11569,81.57,22871,71,414,22386,UMNO,MUSA BIN AMAN,MALE,62,16637,,PKR,IRWANSHAH BIN MUSTAPA,MALE,,5068,,,,,,,,SAPP,A.M. JAFFAR BIN JUANA,MALE,,265,LOST DEPOSIT,STAR,MOHD ROSLAN BIN YUSSOF,MALE,,215,LOST DEPOSIT,,,,,,,INDEPENDENT - HIBISCUS,MOHD ARSHAD BIN ABDUL,MALE,,201,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.185_N.43,SABAH,P.185,BATU SAPI,N.43,SEKONG,BN - UMNO,,14247,3530,78.19,11140,19,351,10770,UMNO,SAMSUDIN BIN YAHYA,MALE,58,6898,,PKR,MUSAH BIN GHANI,MALE,,3368,,,,,,,,SAPP,HJ. AWANG BIN HJ. OTHMAN,MALE,,354,LOST DEPOSIT,STAR,AHMAD BIN IBRAHIM,MALE,,100,LOST DEPOSIT,,,,,,,INDEPENDENT - HOUSE,DATU ILAHAN BIN DATU AMILBANGSA,MALE,,50,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.185_N.44,SABAH,P.185,BATU SAPI,N.44,KARAMUNTING,BN - LDP,,15952,855,76.86,12260,15,278,11967,LDP,CHARLES O PANG,MALE,,6235,,DAP,CHONG KET KIUN,MALE,,5380,,,,,,,,SAPP,YONG VUI MIN,MALE,,352,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.186_N.45,SABAH,P.186,SANDAKAN,N.45,ELOPURA,BN - GERAKAN,,22317,251,74.96,16729,20,281,16428,GERAKAN,AU KAM WAH,MALE,50,8105,,DAP,HIEW VUN ZIN,MALE,36,7854,,,,,,,,SAPP,LIAU FOOK FONG,MALE,,469,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.186_N.46,SABAH,P.186,SANDAKAN,N.46,TANJONG PAPAT,BN - GERAKAN,,14741,1522,75.94,11194,13,206,10975,GERAKAN,RAYMOND TAN SHU KIAH,MALE,54,6153,,DAP,FRANKIE POON,MALE,55,4631,,,,,,,,SAPP,KEN YONG CHIE MAN,MALE,,191,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.187_N.47,SABAH,P.187,KINABATANGAN,N.47,KUAMUT,BN - UPKO,,14915,4618,81.61,12172,30,350,11792,UPKO,MASIUNG BANAH,MALE,,7607,,PKR,MUSTAPA BIN DATU TAMBUYONG,MALE,,2989,,,,,,,,,,,,,,STAR,EDWARD PODOK,MALE,,1196,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.187_N.48,SABAH,P.187,KINABATANGAN,N.48,SUKAU,BN - UMNO,,9833,4419,79.58,7825,12,244,7569,UMNO,DATUK SADDI BIN ABDU RAHMAN,MALE,54,5851,,,,,,,,PAS,HJ AHDAH BIN HJ SULAIMAN,MALE,,1432,,SAPP,APRIN BIN MUSIN,MALE,,89,LOST DEPOSIT,STAR,JUHORI BIN PARITAI,MALE,,197,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
